Method,Old path,New path,Parameter changes
"GET","/t/clients/{client_id}/medical/advance_directives/contexts","/v0/dossier/back_channel/unauthorized/clients/{client_id}/medical/advance_directives/contexts",""
"GET","/t/dossier/medical/dsm/classification_series","/v0/dossier/back_channel/unauthorized/clients/{client_id}/medical/dsm/classification_series","client_id: moved from query to path"
"GET","/t/clients/{client_id}/medical/involuntary_care/legal_statuses","/v0/dossier/back_channel/unauthorized/clients/{client_id}/medical/involuntary_care/legal_statuses",""
"GET","/t/dossier/authorized/clients/{client_id}/reports/unfiltered_search_by_client","/v0/dossier/back_channel/unauthorized/clients/{client_id}/reports/unfiltered_search_by_client",""
"POST","/t/dossier/episodes/episodes","/v0/dossier/back_channel/unauthorized/episodes",""
"GET","/t/dossier/episodes/episodes/{id}","/v0/dossier/back_channel/unauthorized/episodes/{id}",""
"PUT","/t/dossier/episodes/episodes/{id}","/v0/dossier/back_channel/unauthorized/episodes/{id}",""
"PATCH","/t/dossier/episodes/episodes/{id}","/v0/dossier/back_channel/unauthorized/episodes/{id}",""
"POST","/t/dossier/episodes/actions","/v0/dossier/back_channel/unauthorized/episodes/actions",""
"PUT","/t/dossier/episodes/actions/{id}","/v0/dossier/back_channel/unauthorized/episodes/actions/{id}",""
"PATCH","/t/dossier/episodes/actions/{id}","/v0/dossier/back_channel/unauthorized/episodes/actions/{id}",""
"GET","/t/dossier/episodes/actions/by_episode_id/{episode_id}","/v0/dossier/back_channel/unauthorized/episodes/actions/by_episode_id/{episode_id}",""
"GET","/t/dossier/episodes/actions/by_sub_goal_id/{sub_goal_id}","/v0/dossier/back_channel/unauthorized/episodes/actions/by_sub_goal_id/{sub_goal_id}",""
"GET","/t/dossier/episodes/by_client_id/{client_id}","/v0/dossier/back_channel/unauthorized/episodes/by_client_id/{client_id}",""
"POST","/t/dossier/episodes/sub_goals","/v0/dossier/back_channel/unauthorized/episodes/sub_goals",""
"PUT","/t/dossier/episodes/sub_goals/{id}","/v0/dossier/back_channel/unauthorized/episodes/sub_goals/{id}",""
"PATCH","/t/dossier/episodes/sub_goals/{id}","/v0/dossier/back_channel/unauthorized/episodes/sub_goals/{id}",""
"GET","/t/dossier/episodes/sub_goals/by_episode_id/{episode_id}","/v0/dossier/back_channel/unauthorized/episodes/sub_goals/by_episode_id/{episode_id}",""
"GET","/t/dossier/involuntary_care_export/entries","/v0/dossier/back_channel/unauthorized/involuntary_care_export/entries",""
"POST","/t/dossier/medical/advance_directives/contexts","/v0/dossier/back_channel/unauthorized/medical/advance_directives/contexts",""
"PUT","/t/dossier/medical/advance_directives/contexts/{id}","/v0/dossier/back_channel/unauthorized/medical/advance_directives/contexts/{id}",""
"DELETE","/t/dossier/medical/advance_directives/contexts/{id}","/v0/dossier/back_channel/unauthorized/medical/advance_directives/contexts/{id}",""
"PATCH","/t/dossier/medical/advance_directives/contexts/{id}","/v0/dossier/back_channel/unauthorized/medical/advance_directives/contexts/{id}",""
"POST","/t/dossier/medical/dsm/classification_series","/v0/dossier/back_channel/unauthorized/medical/dsm/classification_series",""
"GET","/t/dossier/medical/dsm/classification_series/{classification_series_id}/diagnosis_assignments","/v0/dossier/back_channel/unauthorized/medical/dsm/classification_series/{classification_series_id}/diagnosis_assignments",""
"GET","/t/dossier/medical/dsm/classification_series/{id}","/v0/dossier/back_channel/unauthorized/medical/dsm/classification_series/{id}",""
"GET","/t/dossier/medical/dsm/classifications","/v0/dossier/back_channel/unauthorized/medical/dsm/classifications",""
"GET","/t/dossier/medical/dsm/classifications/{id}","/v0/dossier/back_channel/unauthorized/medical/dsm/classifications/{id}",""
"POST","/t/dossier/medical/involuntary_care/incompetences","/v0/dossier/back_channel/unauthorized/medical/involuntary_care/incompetences",""
"GET","/t/dossier/medical/involuntary_care/incompetences/{id}","/v0/dossier/back_channel/unauthorized/medical/involuntary_care/incompetences/{id}",""
"PUT","/t/dossier/medical/involuntary_care/incompetences/{id}","/v0/dossier/back_channel/unauthorized/medical/involuntary_care/incompetences/{id}",""
"DELETE","/t/dossier/medical/involuntary_care/incompetences/{id}","/v0/dossier/back_channel/unauthorized/medical/involuntary_care/incompetences/{id}",""
"PATCH","/t/dossier/medical/involuntary_care/incompetences/{id}","/v0/dossier/back_channel/unauthorized/medical/involuntary_care/incompetences/{id}",""
"POST","/t/dossier/medical/involuntary_care/legal_statuses","/v0/dossier/back_channel/unauthorized/medical/involuntary_care/legal_statuses",""
"GET","/t/dossier/medical/involuntary_care/legal_statuses/{id}","/v0/dossier/back_channel/unauthorized/medical/involuntary_care/legal_statuses/{id}",""
"PUT","/t/dossier/medical/involuntary_care/legal_statuses/{id}","/v0/dossier/back_channel/unauthorized/medical/involuntary_care/legal_statuses/{id}",""
"DELETE","/t/dossier/medical/involuntary_care/legal_statuses/{id}","/v0/dossier/back_channel/unauthorized/medical/involuntary_care/legal_statuses/{id}",""
"PATCH","/t/dossier/medical/involuntary_care/legal_statuses/{id}","/v0/dossier/back_channel/unauthorized/medical/involuntary_care/legal_statuses/{id}",""
"GET","/t/dossier/medical/medical_summaries/by_client_ids","/v0/dossier/back_channel/unauthorized/medical/medical_summaries/by_client_ids","id[]: renamed from id"
"POST","/t/dossier/medical/problems","/v0/dossier/back_channel/unauthorized/medical/problems",""
"GET","/t/dossier/medical/problems/{id}","/v0/dossier/back_channel/unauthorized/medical/problems/{id}",""
"PUT","/t/dossier/medical/problems/{id}","/v0/dossier/back_channel/unauthorized/medical/problems/{id}",""
"DELETE","/t/dossier/medical/problems/{id}","/v0/dossier/back_channel/unauthorized/medical/problems/{id}",""
"PATCH","/t/dossier/medical/problems/{id}","/v0/dossier/back_channel/unauthorized/medical/problems/{id}",""
"PUT","/t/dossier/medical/simplified_propensity_to_adverse_reaction","/v0/dossier/back_channel/unauthorized/medical/simplified/propensities_to_adverse_reaction",""
"POST","/t/dossier/medical/simplified_propensity_to_adverse_reaction","/v0/dossier/back_channel/unauthorized/medical/simplified/propensities_to_adverse_reaction",""
"GET","/t/dossier/reports/by_next_dossier_report_link/{report_link_id}","/v0/dossier/back_channel/unauthorized/reports/by_next_dossier_report_link/{report_link_id}",""
"POST","/t/fvc/message","/v0/farmed_visie/message",""
"GET","/t/finance/debtor_groups","/v0/finance/debtorGroups",""
"GET","/t/finance/debtor_groups/{id}","/v0/finance/debtorGroups/{id}",""
"GET","/t/finance/debtor_groups/by_debtor_id/{debtor_id}","/v0/finance/debtorGroups/byDebtorId/{debtor_id}",""
"GET","/t/clients/{client_id}/groupcare_agenda_occurrences","/v0/groupcare/clients/{client_id}/occurrences",""
"GET","/t/groupcare/groups","/v0/groupcare/groups",""
"POST","/t/groupcare/groups","/v0/groupcare/groups",""
"GET","/t/groupcare/groups/{id}","/v0/groupcare/groups/{id}",""
"PUT","/t/groupcare/groups/{id}","/v0/groupcare/groups/{id}",""
"GET","/t/onsimport/runs","/v0/import/run",""
"POST","/t/onsimport/runs","/v0/import/run",""
"DELETE","/t/onsimport/runs/{run_id}","/v0/import/run/{run_id}",""
"GET","/t/onsimport/runs/{run_id}/report","/v0/import/run/{run_id}/report",""
"GET","/t/onsimport/runs/{run_id}/report/{report_id}","/v0/import/run/{run_id}/report/{report_id}",""
"GET","/t/onsimport/runs/{run_id}/status","/v0/import/run/{run_id}/status",""
"GET","/t/onsimport/runs/{run_id}/status/{upload_id}","/v0/import/run/{run_id}/status/{upload_id}",""
"GET","/t/onsimport/runs/{run_id}/validations","/v0/import/run/{run_id}/validations",""
"POST","/t/onsimport/runs/binary","/v0/import/run/binary",""
"POST","/t/onsimport/runs/xml","/v0/import/run/xml",""
"POST","/t/harmony/zorgdomein/fhir/connector/bundle_wrapper","/v0/ketenverkeer/fhir/r3/bundle_wrapper",""
"GET","/t/employees/{employee_id}/employee_portal_profile","/v0/medewerkerportaal/employees/{employee_id}/employee_portal_profile",""
"POST","/t/medication/double_check_changes","/v0/medicatie_legacy/double_check_changes",""
"GET","/t/medication/double_checks/{uuid}","/v0/medicatie_legacy/double_checks/{uuid}",""
"GET","/t/medication/medication_plans/weeks/current","/v0/medicatie_legacy/medication_plan_overviews/current_week",""
"GET","/t/medication/medication_plans/weeks/next","/v0/medicatie_legacy/medication_plan_overviews/next_week",""
"GET","/t/medication/medication_plans/clients/{client_id}/weeks/{week}","/v0/medicatie_legacy/medication_plans/clients/{client_id}/weeks/{week}",""
"GET","/t/milo/devices/by_device_code/{device_code}","/v0/mobile_backend/devices/by_device_code/{device_code}",""
"GET","/t/employees/{employee_id}/devices","/v0/mobile_backend/devices/by_employee/{employee_id}",""
"GET","/t/milo/totp/by_employee/{employee_id}/request_totp","/v0/mobile_backend/totp/by_employee/{employee_id}/request_totp",""
"POST","/t/milo/totp/by_employee/{employee_id}/verify_totp","/v0/mobile_backend/totp/by_employee/{employee_id}/verify_totp",""
"GET","/t/milo/totp/request_totp","/v0/mobile_backend/totp/request_totp",""
"POST","/t/milo/totp/verify_totp","/v0/mobile_backend/totp/verify_totp",""
"GET","/t/hermes/care_provider_settings","/v0/notification/care_provider_settings",""
"GET","/t/clients/{client_id}/contact_method","/v0/notification/clients/{client_id}/contact_method",""
"POST","/t/clients/{client_id}/contact_methods/set_primary_type","/v0/notification/clients/{client_id}/contact_methods/set_primary_type",""
"GET","/t/employees/{employee_id}/notifications","/v0/notification/employees/{employee_id}/notifications",""
"POST","/t/hermes/notifications","/v0/notification/notifications",""
"GET","/t/hermes/notifications/{id}","/v0/notification/notifications/{id}",""
"GET","/t/hermes/notifications/by_uuid/{uuid}","/v0/notification/notifications/by_uuid/{uuid}",""
"GET","/t/omnisearch/clients/searchresult","/v0/omnisearch/client/search",""
"GET","/t/nexus/client_contact_relation_types","/v0/ons_nexus/client_contact_relation_types",""
"GET","/t/nexus/client_contact_relation_types/{id}","/v0/ons_nexus/client_contact_relation_types/{id}",""
"GET","/t/nexus/client_employee_relation_types","/v0/ons_nexus/client_employee_relation_types",""
"GET","/t/nexus/client_employee_relation_types/{id}","/v0/ons_nexus/client_employee_relation_types/{id}",""
"POST","/t/nexus/client_employee_relations","/v0/ons_nexus/client_employee_relations",""
"GET","/t/nexus/client_employee_relations/{id}","/v0/ons_nexus/client_employee_relations/{id}",""
"PUT","/t/nexus/client_employee_relations/{id}","/v0/ons_nexus/client_employee_relations/{id}",""
"DELETE","/t/nexus/client_employee_relations/{id}","/v0/ons_nexus/client_employee_relations/{id}",""
"GET","/t/clients/{client_id}/client_employee_relations","/v0/ons_nexus/clients/{client_id}/client_employee_relations",""
"GET","/t/employees/{employee_id}/client_employee_relations","/v0/ons_nexus/employees/{employee_id}/client_employee_relations",""
"GET","/t/nexus/organisation_categories","/v0/ons_nexus/organisation_categories",""
"GET","/t/nexus/organisation_categories/{id}","/v0/ons_nexus/organisation_categories/{id}",""
"GET","/t/nexus/personal_relation_types","/v0/ons_nexus/personal_relation_types",""
"GET","/t/nexus/personal_relation_types/{id}","/v0/ons_nexus/personal_relation_types/{id}",""
"GET","/t/openehr/archetype_wrappers","/v0/openehr_dossier/back_channel/unauthorized/archetype_wrappers",""
"GET","/t/openehr/archetype_wrappers/{id}","/v0/openehr_dossier/back_channel/unauthorized/archetype_wrappers/{id}",""
"GET","/t/openehr/archetype_wrappers/creatable","/v0/openehr_dossier/back_channel/unauthorized/archetype_wrappers/creatable","module_uuid[]: renamed from module_uuid"
"GET","/t/openehr/archetype_wrappers/creatable/current_versions","/v0/openehr_dossier/back_channel/unauthorized/archetype_wrappers/creatable/current_versions","module_uuid[]: renamed from module_uuid"
"GET","/t/openehr/archetype_wrappers/for_client/{client_id}","/v0/openehr_dossier/back_channel/unauthorized/archetype_wrappers/for_client/{client_id}","module_uuid[]: renamed from module_uuid"
"GET","/t/ons_ehr/api/back_channel/unauthorized/clients/{client_id}/navigation_availabilities","/v0/openehr_dossier/back_channel/unauthorized/clients/{client_id}/navigation_availabilities",""
"GET","/t/openehr/clients/by_archetype_id/{archetype_id}","/v0/openehr_dossier/back_channel/unauthorized/clients/by_archetype_id/{archetype_id}",""
"GET","/t/openehr/composition_wrappers","/v0/openehr_dossier/back_channel/unauthorized/composition_wrappers","item_tag_key[]: renamed from item_tag_key","module_uuid[]: renamed from module_uuid"
"GET","/t/openehr/composition_wrappers/all","/v0/openehr_dossier/back_channel/unauthorized/composition_wrappers","item_tag_key[]: renamed from item_tag_key","module_uuid[]: renamed from module_uuid"
"POST","/t/openehr/composition_wrappers","/v0/openehr_dossier/back_channel/unauthorized/composition_wrappers",""
"DELETE","/t/openehr/composition_wrappers","/v0/openehr_dossier/back_channel/unauthorized/composition_wrappers","id[]: renamed from id"
"GET","/t/openehr/composition_wrappers/{id}","/v0/openehr_dossier/back_channel/unauthorized/composition_wrappers/{id}",""
"PUT","/t/openehr/composition_wrappers/{id}","/v0/openehr_dossier/back_channel/unauthorized/composition_wrappers/{id}",""
"DELETE","/t/openehr/composition_wrappers/{id}","/v0/openehr_dossier/back_channel/unauthorized/composition_wrappers/{id}",""
"GET","/t/openehr/composition_wrappers/{id}/composition_versions","/v0/openehr_dossier/back_channel/unauthorized/composition_wrappers/{id}/composition_versions",""
"GET","/t/openehr/composition_wrappers/{id}/incoming_links","/v0/openehr_dossier/back_channel/unauthorized/composition_wrappers/{id}/incoming_links","archetype_id[]: renamed from archetype_id","module_uuid[]: renamed from module_uuid"
"POST","/t/openehr/composition_wrappers/evaluate","/v0/openehr_dossier/back_channel/unauthorized/composition_wrappers/evaluate",""
"GET","/t/openehr/composition_wrappers/export_to_xlsx","/v0/openehr_dossier/back_channel/unauthorized/composition_wrappers/export_to_xlsx",""
"POST","/t/openehr/composition_wrappers/selected_values","/v0/openehr_dossier/back_channel/unauthorized/composition_wrappers/selected_values",""
"GET","/t/openehr/employee_groups","/v0/openehr_dossier/back_channel/unauthorized/employee_groups",""
"GET","/t/openehr/employee_groups/by_employee/{employee_id}","/v0/openehr_dossier/back_channel/unauthorized/employee_groups/by_employee/{employee_id}",""
"GET","/t/ons_ehr/employees/{employee_id}/last_visited_plan","/v0/openehr_dossier/back_channel/unauthorized/employees/{employee_id}/last_visited_plan",""
"POST","/t/openehr/multimedia_files","/v0/openehr_dossier/back_channel/unauthorized/multimedia_files",""
"GET","/t/openehr/multimedia_files/{id}","/v0/openehr_dossier/back_channel/unauthorized/multimedia_files/{id}",""
"GET","/t/openehr/multimedia_files/{id}/download","/v0/openehr_dossier/back_channel/unauthorized/multimedia_files/{id}/download",""
"GET","/t/openehr/multimedia_files/{id}/thumbnail","/v0/openehr_dossier/back_channel/unauthorized/multimedia_files/{id}/thumbnail",""
"GET","/t/ons_ehr/plan_statistics/ggz","/v0/openehr_dossier/back_channel/unauthorized/plan_statistics/ggz",""
"GET","/t/ons_ehr/settings","/v0/openehr_dossier/back_channel/unauthorized/settings",""
"GET","/t/openehr/vvt_care_profiles/{careplan_id}","/v0/openehr_dossier/back_channel/unauthorized/vvt_care_profiles/{careplan_id}",""
"POST","/t/openehr/vvt_care_profiles/{careplan_id}/copy","/v0/openehr_dossier/back_channel/unauthorized/vvt_care_profiles/{careplan_id}/copy",""
"POST","/t/openehr/vvt_care_profiles/care_plan_links","/v0/openehr_dossier/back_channel/unauthorized/vvt_care_profiles/care_plan_links",""
"GET","/t/employee_schedules/by_employee_id_authorized/{employee_id}","/v0/plannen_roosteren/authorized/employee_schedules/by_employee_id/{employee_id}",""
"GET","/t/clients/{client_id}/client_planning_filters","/v0/plannen_roosteren/clients/{client_id}/client_planning_filters","from: renamed from valid_from","to: renamed from valid_to"
"GET","/t/clients/{client_id}/planned_schedule","/v0/plannen_roosteren/clients/{client_id}/planned_schedule",""
"POST","/t/containers/search","/v0/plannen_roosteren/containers/search",""
"POST","/t/moves/employee_export_jobs","/v0/plannen_roosteren/employee_export_jobs/create",""
"POST","/t/moves/employee_export_jobs/preview","/v0/plannen_roosteren/employee_export_jobs/preview",""
"GET","/t/employee_schedules/by_employee_id/{employee_id}","/v0/plannen_roosteren/employee_schedules/by_employee_id/{employee_id}",""
"GET","/t/employees/{employee_id}/employee_moves_profile","/v0/plannen_roosteren/employees/{employee_id}/employee_moves_profile",""
"GET","/t/employees/{employee_id}/hours_report","/v0/plannen_roosteren/employees/{employee_id}/hours_report",""
"GET","/t/employees/{employee_id}/navigation_availabilities","/v0/plannen_roosteren/employees/{employee_id}/navigation_availabilities",""
"GET","/t/employee_planning/employees/{employee_id}/planning","/v0/plannen_roosteren/employees/{employee_id}/planning",""
"GET","/t/employee_planning/employees/{employee_id}/roster","/v0/plannen_roosteren/employees/{employee_id}/roster",""
"GET","/t/moves/employees/{employee_id}/shift_assignments/upcoming","/v0/plannen_roosteren/employees/{employee_id}/shift_assignments/upcoming",""
"PATCH","/t/plan_cards/{checksum}","/v0/plannen_roosteren/plan_cards/{checksum}",""
"POST","/t/plan_cards/{checksum}/plan","/v0/plannen_roosteren/plan_cards/{checksum}/plan",""
"POST","/t/plan_cards/search","/v0/plannen_roosteren/plan_cards/search",""
"GET","/t/clients/{client_id}/planned_visits","/v0/plannen_roosteren/planned_visits/by_client_id/{client_id}","from: renamed from valid_from","to: renamed from valid_to"
"GET","/t/employees/{employee_id}/planned_visits","/v0/plannen_roosteren/planned_visits/by_employee_id/{employee_id}","from: renamed from valid_from","to: renamed from valid_to"
"GET","/t/moves/roster_slots","/v0/plannen_roosteren/roster_slots",""
"GET","/t/moves/roster_slots/{id}","/v0/plannen_roosteren/roster_slots/{id}",""
"POST","/t/moves/roster_slots/{roster_slot_id}/assign","/v0/plannen_roosteren/roster_slots/{roster_slot_id}/assign",""
"DELETE","/t/moves/roster_slots/{roster_slot_id}/clear_assignments","/v0/plannen_roosteren/roster_slots/{roster_slot_id}/clear_assignments",""
"GET","/t/moves/roster_slots/on_call","/v0/plannen_roosteren/roster_slots/on_call",""
"GET","/t/moves/shift_assignments/starting_between","/v0/plannen_roosteren/shift_assignments/starting_between",""
"GET","/t/moves/shifts/{id}","/v0/plannen_roosteren/shifts/{id}",""
"GET","/t/teams/{team_id}/on_call_roster_slots","/v0/plannen_roosteren/teams/{team_id}/on_call_rosterslots",""
"GET","/t/teams/{team_id}/roster_slots","/v0/plannen_roosteren/teams/{team_id}/rosterslots","from: renamed from valid_from","to: renamed from valid_to"
"GET","/t/moves/units","/v0/plannen_roosteren/units",""
"GET","/t/moves/units/{unit_id}","/v0/plannen_roosteren/units/{unit_id}",""
"GET","/t/moves/units/{unit_id}/clients","/v0/plannen_roosteren/units/{unit_id}/clients",""
"GET","/t/moves/working_employee_report","/v0/plannen_roosteren/working_employee_report",""
"GET","/t/tasque/care_task_group_statuses","/v0/taken/care_task_group_statuses",""
"POST","/t/tasque/care_task_groups","/v0/taken/care_task_groups",""
"GET","/t/tasque/care_task_groups/{id}","/v0/taken/care_task_groups/{id}",""
"PUT","/t/tasque/care_task_groups/{id}","/v0/taken/care_task_groups/{id}",""
"DELETE","/t/tasque/care_task_groups/{id}","/v0/taken/care_task_groups/{id}",""
"GET","/t/tasque/care_task_occurrences/{id}","/v0/taken/care_task_occurrences/{id}",""
"DELETE","/t/tasque/care_task_occurrences/{id}/destroy_following","/v0/taken/care_task_occurrences/{id}/destroy_following",""
"DELETE","/t/tasque/care_task_occurrences/{id}/destroy_incidentally","/v0/taken/care_task_occurrences/{id}/destroy_incidentally",""
"PUT","/t/tasque/care_task_occurrences/{id}/finish","/v0/taken/care_task_occurrences/{id}/finish",""
"GET","/t/tasque/care_task_occurrences/{id}/next_date/{date}","/v0/taken/care_task_occurrences/{id}/next_date/{date}",""
"DELETE","/t/tasque/care_task_occurrences/{id}/next_date/{date}/destroy_following","/v0/taken/care_task_occurrences/{id}/next_date/{date}/destroy_following",""
"DELETE","/t/tasque/care_task_occurrences/{id}/next_date/{date}/destroy_incidentally","/v0/taken/care_task_occurrences/{id}/next_date/{date}/destroy_incidentally",""
"PUT","/t/tasque/care_task_occurrences/{id}/next_date/{date}/update_following","/v0/taken/care_task_occurrences/{id}/next_date/{date}/update_following",""
"PUT","/t/tasque/care_task_occurrences/{id}/next_date/{date}/update_incidentally","/v0/taken/care_task_occurrences/{id}/next_date/{date}/update_incidentally",""
"PUT","/t/tasque/care_task_occurrences/{id}/update_following","/v0/taken/care_task_occurrences/{id}/update_following",""
"PUT","/t/tasque/care_task_occurrences/{id}/update_incidentally","/v0/taken/care_task_occurrences/{id}/update_incidentally",""
"GET","/t/tasque/care_task_occurrences/by_sub_type_id/{sub_type_id}","/v0/taken/care_task_occurrences/by_sub_type_id/{sub_type_id}",""
"GET","/t/tasque/care_task_occurrences/client_ids_by_sub_type","/v0/taken/care_task_occurrences/client_ids_by_sub_type",""
"POST","/t/tasque/care_task_series","/v0/taken/care_task_series",""
"GET","/t/clients/{client_id}/care_task_occurrences","/v0/taken/clients/{client_id}/care_task_occurrences","from: renamed from valid_from","to: renamed from valid_to"
"GET","/t/clients/{client_id}/care_task_occurrences/by_sub_type","/v0/taken/clients/{client_id}/care_task_occurrences/by_sub_type",""
"GET","/t/employees/{employee_id}/care_task_occurrences/by_sub_type","/v0/taken/employees/{employee_id}/care_task_occurrences/by_sub_type",""
"GET","/t/locations/{location_id}/care_task_occurrences","/v0/taken/locations/{location_id}/care_task_occurrences","from: renamed from valid_from","to: renamed from valid_to"
"GET","/t/locations/{location_id}/care_task_occurrences/by_sub_type","/v0/taken/locations/{location_id}/care_task_occurrences/by_sub_type",""
"GET","/t/teams/{team_id}/care_task_occurrences/by_sub_type","/v0/taken/teams/{team_id}/care_task_occurrences/by_sub_type",""
"GET","/t/whismur/server/settings","/v0/whismur/settings",""
"GET","/t/moves/availabilities/x-stream-connect/data","/v0/xstream/availabilities/data",""
"GET","/t/moves/availabilities/x-stream-connect/deletes","/v0/xstream/availabilities/deletes",""
"GET","/t/moves/availabilities/x-stream-connect/updates","/v0/xstream/availabilities/updates",""
"GET","/t/moves/availability_types/x-stream-connect/data","/v0/xstream/availability_types/data",""
"GET","/t/bank_accounts/x-stream-connect/data","/v0/xstream/bank_accounts/data",""
"GET","/t/bank_accounts/x-stream-connect/updates","/v0/xstream/bank_accounts/updates",""
"GET","/t/care_allocations/x-stream-connect/data","/v0/xstream/care_allocations/data",""
"GET","/t/care_allocations/x-stream-connect/deletes","/v0/xstream/care_allocations/deletes",""
"GET","/t/care_allocations/x-stream-connect/updates","/v0/xstream/care_allocations/updates",""
"GET","/t/care_arrangements/x-stream-connect/data","/v0/xstream/care_arrangements/data",""
"GET","/t/care_arrangements/x-stream-connect/updates","/v0/xstream/care_arrangements/updates",""
"GET","/t/finance/care_order_products/x-stream-connect/data","/v0/xstream/care_order_products/data",""
"GET","/t/finance/care_order_products/x-stream-connect/updates","/v0/xstream/care_order_products/updates",""
"GET","/t/finance/care_orders/x-stream-connect/data","/v0/xstream/care_orders/data",""
"GET","/t/finance/care_orders/x-stream-connect/updates","/v0/xstream/care_orders/updates",""
"GET","/t/client_absences/x-stream-connect/data","/v0/xstream/client_absences/data",""
"GET","/t/client_addresses/x-stream-connect/data","/v0/xstream/client_addresses/data",""
"GET","/t/client_addresses/x-stream-connect/updates","/v0/xstream/client_addresses/updates",""
"GET","/t/client_contact_relation_addresses/x-stream-connect/data","/v0/xstream/client_contact_relation_addresses/data",""
"GET","/t/client_contact_relation_addresses/x-stream-connect/updates","/v0/xstream/client_contact_relation_addresses/updates",""
"GET","/t/nexus/client_employee_relations/x-stream-connect/data","/v0/xstream/client_employee_relations/data",""
"GET","/t/nexus/client_employee_relations/x-stream-connect/updates","/v0/xstream/client_employee_relations/updates",""
"GET","/t/clients/x-stream-connect/data","/v0/xstream/clients/data",""
"GET","/t/clients/x-stream-connect/deletes","/v0/xstream/clients/deletes",""
"GET","/t/clients/x-stream-connect/updates","/v0/xstream/clients/updates",""
"GET","/t/payroll/contract_types/x-stream-connect/data","/v0/xstream/contract_types/data",""
"GET","/t/payroll/contracts/x-stream-connect/data","/v0/xstream/contracts/data",""
"GET","/t/payroll/contracts/x-stream-connect/updates","/v0/xstream/contracts/updates",""
"GET","/t/debtors/x-stream-connect/data","/v0/xstream/debtors/data",""
"GET","/t/debtors/x-stream-connect/updates","/v0/xstream/debtors/updates",""
"GET","/t/documents/x-stream-connect/data","/v0/xstream/documents/data",""
"GET","/t/documents/x-stream-connect/deletes","/v0/xstream/documents/deletes",""
"GET","/t/documents/x-stream-connect/updates","/v0/xstream/documents/updates",""
"GET","/t/expertise_profiles/x-stream-connect/data","/v0/xstream/educations/data",""
"GET","/t/expertise_profiles/x-stream-connect/updates","/v0/xstream/educations/updates",""
"GET","/t/employee_addresses/x-stream-connect/data","/v0/xstream/employee_addresses/data",""
"GET","/t/employee_addresses/x-stream-connect/updates","/v0/xstream/employee_addresses/updates",""
"GET","/t/employees/x-stream-connect/data","/v0/xstream/employees/data",""
"GET","/t/employees/x-stream-connect/deletes","/v0/xstream/employees/deletes",""
"GET","/t/employees/x-stream-connect/updates","/v0/xstream/employees/updates",""
"GET","/t/expertise_groups/x-stream-connect/data","/v0/xstream/expertise_groups/data",""
"GET","/t/expertise_groups/x-stream-connect/updates","/v0/xstream/expertise_groups/updates",""
"GET","/t/expertise_profile_assignments/x-stream-connect/data","/v0/xstream/expertise_profile_assignments/data",""
"GET","/t/expertise_profile_assignments/x-stream-connect/updates","/v0/xstream/expertise_profile_assignments/updates",""
"GET","/t/moves/expertise_profiles/x-stream-connect/data","/v0/xstream/expertise_profiles/data",""
"GET","/t/moves/expertise_profiles/x-stream-connect/deletes","/v0/xstream/expertise_profiles/deletes",""
"GET","/t/moves/expertise_profiles/x-stream-connect/updates","/v0/xstream/expertise_profiles/updates",""
"GET","/t/finance/export_profiles/x-stream-connect/data","/v0/xstream/export_profiles/data",""
"GET","/t/finance/export_profiles/x-stream-connect/updates","/v0/xstream/export_profiles/updates",""
"GET","/t/finance/finance_logs/x-stream-connect/data","/v0/xstream/finance_logs/data",""
"GET","/t/finance/finance_logs/x-stream-connect/updates","/v0/xstream/finance_logs/updates",""
"GET","/t/finance/finance_types/x-stream-connect/data","/v0/xstream/finance_types/data",""
"GET","/t/finance/finance_types/x-stream-connect/updates","/v0/xstream/finance_types/updates",""
"GET","/t/free_field_assignments/x-stream-connect/data","/v0/xstream/free_field_assignments/data",""
"GET","/t/free_field_assignments/x-stream-connect/updates","/v0/xstream/free_field_assignments/updates",""
"GET","/t/free_field_categories/x-stream-connect/data","/v0/xstream/free_field_categories/data",""
"GET","/t/free_field_definitions/x-stream-connect/data","/v0/xstream/free_field_definitions/data",""
"GET","/t/groups/x-stream-connect/data","/v0/xstream/groepsplanning_groups/data",""
"GET","/t/groupcare/groups/x-stream-connect/data","/v0/xstream/groups/data",""
"GET","/t/payroll/hourly_wages/x-stream-connect/data","/v0/xstream/hourly_wages/data",""
"GET","/t/payroll/hourly_wages/x-stream-connect/updates","/v0/xstream/hourly_wages/updates",""
"GET","/t/insurances/x-stream-connect/data","/v0/xstream/insurances/data",""
"GET","/t/insurances/x-stream-connect/updates","/v0/xstream/insurances/updates",""
"GET","/t/finance/invoice_row_finance_logs/x-stream-connect/updates","/v0/xstream/invoice_row_finance_logs/updates",""
"GET","/t/finance/invoice_rows/x-stream-connect/data","/v0/xstream/invoice_rows/data",""
"GET","/t/finance/invoice_rows/x-stream-connect/updates","/v0/xstream/invoice_rows/updates",""
"GET","/t/finance/invoices/x-stream-connect/data","/v0/xstream/invoices/data",""
"GET","/t/finance/invoices/x-stream-connect/updates","/v0/xstream/invoices/updates",""
"GET","/t/location_assignments/x-stream-connect/data","/v0/xstream/location_assignments/data",""
"GET","/t/location_assignments/x-stream-connect/updates","/v0/xstream/location_assignments/updates",""
"GET","/t/locations/x-stream-connect/data","/v0/xstream/locations/data",""
"GET","/t/locations/x-stream-connect/updates","/v0/xstream/locations/updates",""
